Reference Sequence	ARO Term	ARO Accession	Reference Model Type	Reference DB	Reference Allele Source	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Percent Coverage	Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Mate Pair Linkage	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
gb|AP009048.1|-|4338624-4340268|ARO:3003576|eptA	eptA	3003576	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	12	0	12	10.58	174	56.58	*	1644	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
gb|JX206446.1|+|0-828|ARO:3001610|OXA-243	OXA-243	3001610	protein homolog model	CARD	CARD curation	no data	no data	Achromobacter xylosoxidans	3	0	3	7.25	60	0.00	*	828	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|EF468463.1|+|66-927|ARO:3001028|TEM-162	TEM-162	3001028	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter haemolyticus	22	0	22	50.06	431	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AF093512.1|+|197-1058|ARO:3000882|TEM-10	TEM-10	3000882	protein homolog model	CARD	CARD curation	no data	no data	Morganella morganii	1	0	1	16.61	143	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|U58495.2|+|27-1173|ARO:3001821|ACT-1	ACT-1	3001821	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	1	0	1	13.18	151	0.00	*	1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
gb|AY243512.1|+|208-1069|ARO:3000982|TEM-120	TEM-120	3000982	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella oxytoca	4	0	4	34.73	299	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|EF136376.1|+|0-861|ARO:3001025|TEM-159	TEM-159	3001025	protein homolog model	CARD	CARD curation	no data	no data	Proteus mirabilis	1	0	1	17.54	151	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|KC900516.1|+|0-858|ARO:3001382|TEM-205	TEM-205	3001382	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	31.00	266	0.00	*	858	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|KF663615.1|+|0-858|ARO:3001390|TEM-213	TEM-213	3001390	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	29.14	250	0.00	*	858	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|KF513177.1|+|0-861|ARO:3001356|SHV-172	SHV-172	3001356	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	1	0	1	17.54	151	0.00	*	861	SHV beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|HG934763.1|+|0-861|ARO:3001394|TEM-217	TEM-217	3001394	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter cloacae	3	0	3	36.35	313	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|X57972.1|+|339-1200|ARO:3000878|TEM-6	TEM-6	3000878	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	6	0	6	64.34	554	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|Z30177.1|+|348-1224|ARO:3002389|OXY-1-1	OXY-1-1	3002389	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella oxytoca	2	0	2	5.37	47	0.00	*	876	OXY beta-lactamase	monobactam; cephalosporin; penam	antibiotic inactivation
gb|U56415.1|+|279-1719|ARO:3002884|iri	iri	3002884	protein homolog model	CARD	CARD curation	no data	no data	Rhodococcus hoagii	1	0	1	2.71	39	8.00	*	1440	rifampin monooxygenase	rifamycin antibiotic	antibiotic inactivation
gb|DQ286729.1|+|0-861|ARO:3000924|TEM-55	TEM-55	3000924	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	1	0	1	15.45	133	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|GQ149347.1|+|5269-6130|ARO:3001037|TEM-171	TEM-171	3001037	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	26	0	26	48.78	420	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|U57969.1|+|4622-6062|ARO:3000802|OprJ	OprJ	3000802	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	230	0	230	9.72	140	41.00	*	1440	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
gb|NG_050256.1|+|100-961|ARO:3000896|TEM-26	TEM-26	3000896	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter kobei	2	0	2	18.93	163	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AY589494.1|+|193-1054|ARO:3000976|TEM-113	TEM-113	3000976	protein homolog model	CARD	CARD curation	no data	no data	Proteus mirabilis	2	0	2	28.46	245	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|U00096.1|+|2155262-2158385|ARO:3000793|mdtB	mdtB	3000793	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	655	0	655	65.96	2060	39.75	*	3123	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
gb|AF427129.1|+|208-1069|ARO:3000950|TEM-83	TEM-83	3000950	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	1	0	1	17.54	151	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AJ239002.1|+|0-861|ARO:3000935|TEM-68	TEM-68	3000935	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	2	0	2	18.35	158	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|EU815939.1|+|0-861|ARO:3001029|TEM-163	TEM-163	3001029	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	2	0	2	20.79	179	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|CP020412.2|-|3537848-3539018|ARO:3004603|tet(56)	tet(56)	3004603	protein homolog model	CARD	CARD curation	no data	no data	Legionella longbeachae	1	0	1	6.75	79	22.00	*	1170	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation
gb|X98047.1|+|0-843|ARO:3000911|TEM-42	TEM-42	3000911	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	18.51	156	0.00	*	843	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AF370885.1|+|4628-7736|ARO:3000775|adeB	adeB	3000775	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	454	0	454	95.11	2956	53.39	*	3108	resistance-nodulation-cell division (RND) antibiotic efflux pump	glycylcycline; tetracycline antibiotic	antibiotic efflux
gb|AP009048.1|-|4153663-4154296|ARO:3000518|CRP	CRP	3000518	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	534	0	534	100.00	633	32.39	*	633	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux
gb|AJ252200.1|+|1278-4401|ARO:3003056|smeE	smeE	3003056	protein homolog model	CARD	CARD curation	no data	no data	Stenotrophomonas maltophilia	843	0	843	64.91	2027	21.75	*	3123	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic	antibiotic efflux
gb|JF795538.1|+|0-861|ARO:3001374|TEM-185	TEM-185	3001374	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	6	0	6	46.81	403	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|M12730.1|+|779-1514|ARO:3000250|ErmC	ErmC	3000250	protein homolog model	CARD	CARD curation	no data	no data	Staphylococcus epidermidis	2	0	2	41.09	302	51.50	*	735	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
gb|JX440349.1|+|1026-2172|ARO:3002087|CMY-74	CMY-74	3002087	protein homolog model	CARD	CARD curation	no data	no data	Citrobacter braakii	1	0	1	4.89	56	0.00	*	1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
gb|DQ519088.1|+|8-833|ARO:3001629|OXA-94	OXA-94	3001629	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	15.15	125	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|AJ871877.1|+|0-876|ARO:3002416|OXY-6-4	OXY-6-4	3002416	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella oxytoca	1	0	1	5.37	47	0.00	*	876	OXY beta-lactamase	monobactam; cephalosporin; penam	antibiotic inactivation
gb|Y10281.1|+|0-861|ARO:3000918|TEM-49	TEM-49	3000918	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	1	0	1	17.54	151	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|M80346.1|+|0-1656|ARO:3002817|carA	carA	3002817	protein homolog model	CARD	CARD curation	no data	no data	Streptomyces thermotolerans	312	0	312	4.95	82	32.64	*	1656	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	macrolide antibiotic	antibiotic target protection
gb|M36726.1|+|295-1150|ARO:3000596|ErmX	ErmX	3000596	protein homolog model	CARD	CARD curation	no data	no data	Plasmid pNG2	1	0	1	12.28	105	60.00	*	855	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
gb|AY027590.1|+|112-973|ARO:3000955|TEM-88	TEM-88	3000955	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	1	0	1	14.29	123	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AM286274.1|+|0-861|ARO:3001001|TEM-137	TEM-137	3001001	protein homolog model	CARD	CARD curation	no data	no data	Shigella sonnei	1	0	1	11.50	99	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|KM087851.1|+|0-1146|ARO:3002180|MIR-15	MIR-15	3002180	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter kobei	1	0	1	8.64	99	0.00	*	1146	MIR beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
gb|AF079900.1|+|39-1731|ARO:3002892|otr(B)	otr(B)	3002892	protein homolog model	CARD	CARD curation	no data	no data	Streptomyces rimosus	2	0	2	2.48	42	15.00	*	1692	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
gb|KJ151292.1|+|294-2892|ARO:3000444|rphA	rphA	3000444	protein homolog model	CARD	CARD curation	no data	no data	Streptomyces sp.	78	0	78	26.79	696	45.72	*	2598	rifampin phosphotransferase	rifamycin antibiotic	antibiotic inactivation
gb|AY043299.1|-|3984-5175|ARO:3000167|tet(C)	tet(C)	3000167	protein homolog model	CARD	CARD curation	no data	no data	Aeromonas salmonicida	1	0	1	12.68	151	60.00	*	1191	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
gb|U00096.1|-|2098446-2099613|ARO:3003577|ugd	ugd	3003577	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	5	0	5	18.51	216	37.80	*	1167	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
gb|KF986259.1|-|16-841|ARO:3001564|OXA-378	OXA-378	3001564	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	17.82	147	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|EU124663.1|-|32695-34348|ARO:3002881|lmrC	lmrC	3002881	protein homolog model	CARD	CARD curation	no data	no data	Streptomyces lincolnensis	1	0	1	1.94	32	60.00	*	1653	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	lincosamide antibiotic	antibiotic target protection
gb|AY092401.1|+|0-861|ARO:3000963|TEM-96	TEM-96	3000963	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	6	0	6	66.67	574	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|KC149518.1|+|0-861|ARO:3001369|TEM-153	TEM-153	3001369	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	2	0	2	20.33	175	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AP009048.1|+|2165012-2166416|ARO:3000829|baeS	baeS	3000829	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	66	0	66	29.56	415	47.53	*	1404	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux
gb|KF240808.1|+|0-861|ARO:3001386|TEM-209	TEM-209	3001386	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	2	0	2	21.25	183	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|Y17584.1|+|0-858|ARO:3000899|TEM-29	TEM-29	3000899	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	2	0	2	35.20	302	0.00	*	858	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|HQ424460.1|+|1-805|ARO:3002646|APH(3')-IIc	APH(3')-IIc	3002646	protein homolog model	CARD	CARD curation	no data	no data	Stenotrophomonas maltophilia	4	0	4	30.97	249	48.25	*	804	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
gb|U37195.1|+|75-936|ARO:3000898|TEM-28	TEM-28	3000898	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	1	0	1	17.54	151	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AY826417.1|+|0-861|ARO:3001000|TEM-136	TEM-136	3001000	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	1	0	1	17.54	151	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|DQ519089.1|+|8-833|ARO:3001630|OXA-95	OXA-95	3001630	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	18.30	151	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|AY130285.1|+|0-783|ARO:3000981|TEM-118	TEM-118	3000981	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella oxytoca	1	0	1	19.28	151	0.00	*	783	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|Y17581.1|+|78-936|ARO:3000891|TEM-20	TEM-20	3000891	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	2	0	2	31.00	266	0.00	*	858	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|FJ873740.1|+|0-858|ARO:3001035|TEM-169	TEM-169	3001035	protein homolog model	CARD	CARD curation	no data	no data	Salmonella enterica	3	0	3	30.89	265	0.00	*	858	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AF190692.1|+|208-1069|ARO:3000946|TEM-79	TEM-79	3000946	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	2	0	2	35.08	302	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|U00096.3|-|481253-484403|ARO:3000216|acrB	acrB	3000216	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	1197	0	1197	84.76	2670	36.68	*	3150	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
gb|JN227084.1|+|308-1169|ARO:3001046|TEM-186	TEM-186	3001046	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	1	0	1	17.54	151	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AE004091.2|+|2808742-2809987|ARO:3000803|MexE	MexE	3000803	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	331	0	331	48.43	603	41.61	*	1245	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
gb|DQ392963.1|+|8-833|ARO:3001626|OXA-88	OXA-88	3001626	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	3	0	3	16.00	132	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|EU418913.1|+|16-877|ARO:3001158|SHV-109	SHV-109	3001158	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	1	0	1	17.54	151	0.00	*	861	SHV beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|JQ664733.1|+|0-1146|ARO:3002171|MIR-6	MIR-6	3002171	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter cloacae	1	0	1	8.12	93	0.00	*	1146	MIR beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
gb|AF351241.1|+|89-950|ARO:3000957|TEM-90	TEM-90	3000957	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	3	0	3	52.61	453	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AM941159.1|+|208-1069|ARO:3001022|TEM-156	TEM-156	3001022	protein homolog model	CARD	CARD curation	no data	no data	Proteus mirabilis	6	0	6	74.91	645	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AJ746225.1|+|0-861|ARO:3000993|TEM-129	TEM-129	3000993	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella oxytoca	2	0	2	23.81	205	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|KM087860.1|+|0-1146|ARO:3002174|MIR-9	MIR-9	3002174	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter asburiae	1	0	1	13.18	151	0.00	*	1146	MIR beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
gb|AF104442.1|+|193-1054|ARO:3000923|TEM-54	TEM-54	3000923	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	2	0	2	33.45	288	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|X52085.1|+|342-1809|ARO:3000251|msrA	msrA	3000251	protein homolog model	CARD	CARD curation	no data	no data	Staphylococcus epidermidis	2	0	2	16.16	237	60.00	*	1467	msr-type ABC-F protein	macrolide antibiotic; streptogramin antibiotic; streptogramin B antibiotic	antibiotic target protection
gb|AF170880.4|+|0-1848|ARO:3002522|novA	novA	3002522	protein homolog model	CARD	CARD curation	no data	no data	Streptomyces niveus	11	0	11	15.37	284	38.91	*	1848	ATP-binding cassette (ABC) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
gb|KJ776406.1|+|16-877|ARO:3001340|SHV-119	SHV-119	3001340	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	1	0	1	17.54	151	0.00	*	861	SHV beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|KM114268.1|+|0-861|ARO:3003157|TEM-219	TEM-219	3003157	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	3	0	3	39.14	337	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AJ295343.1|+|0-1173|ARO:3002518|OCH-5	OCH-5	3002518	protein homolog model	CARD	CARD curation	no data	no data	Brucella anthropi	1	0	1	2.98	35	0.00	*	1173	OCH beta-lactamase	monobactam; cephalosporin; cephamycin; penam; penem	antibiotic inactivation
gb|X97254.1|+|153-1011|ARO:3001043|TEM-178	TEM-178	3001043	protein homolog model	CARD	CARD curation	no data	no data	Serratia marcescens	1	0	1	17.60	151	0.00	*	858	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|CT025800.2|+|0-1221|ARO:3000778|adeG	adeG	3000778	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	351	0	351	98.69	1205	55.79	*	1221	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux
gb|AF227521.1|+|3269-4487|ARO:3000616|mel	mel	3000616	protein homolog model	CARD	CARD curation	no data	no data	Streptococcus pyogenes	2	0	2	9.44	115	60.00	*	1218	msr-type ABC-F protein	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection
gb|KM087862.1|+|0-1146|ARO:3002178|MIR-13	MIR-13	3002178	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter asburiae	2	0	2	21.29	244	0.00	*	1146	MIR beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
gb|AJ871869.1|+|0-873|ARO:3002411|OXY-5-1	OXY-5-1	3002411	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella oxytoca	2	0	2	5.61	49	0.00	*	873	OXY beta-lactamase	monobactam; cephalosporin; penam	antibiotic inactivation
gb|AY589495.1|+|181-1042|ARO:3000977|TEM-114	TEM-114	3000977	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella aerogenes	5	0	5	34.73	299	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|BA000007.3|-|1737690-1738104|ARO:3000676|H-NS	H-NS	3000676	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	53	0	53	97.83	405	58.00	*	414	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; cephamycin; penam; tetracycline antibiotic	antibiotic efflux
gb|U97042.1|+|1263-4347|ARO:3003010|ceoB	ceoB	3003010	protein homolog model	CARD	CARD curation	no data	no data	Burkholderia cepacia	6973	0	6973	100.00	3084	54.26	*	3084	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; aminoglycoside antibiotic	antibiotic efflux
gb|U46859.1|-|24294-25527|ARO:3003048|rosA	rosA	3003048	protein homolog model	CARD	CARD curation	no data	no data	Yersinia enterocolitica	4	0	4	6.41	79	59.25	*	1233	major facilitator superfamily (MFS) antibiotic efflux pump	peptide antibiotic	antibiotic efflux
gb|EF417572.2|+|29-1175|ARO:3002167|MIR-4	MIR-4	3002167	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	1	0	1	13.18	151	0.00	*	1146	MIR beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
gb|X95401.1|+|208-1069|ARO:3000914|TEM-45	TEM-45	3000914	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	2	0	2	30.78	265	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AF516719.1|+|214-1075|ARO:3000967|TEM-104	TEM-104	3000967	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	1	0	1	17.54	151	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AY956335.1|+|38-899|ARO:3001004|TEM-141	TEM-141	3001004	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter cloacae	1	0	1	17.54	151	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|HQ425495.1|+|0-822|ARO:3001482|OXA-197	OXA-197	3001482	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter nosocomialis	26	0	26	18.98	156	0.00	*	822	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|JQ064560.1|+|0-1536|ARO:3000448|QepA1	QepA1	3000448	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella aerogenes	2	0	2	4.04	62	0.00	*	1536	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
gb|AF321608.1|+|0-888|ARO:3003561|Sed-1	Sed-1	3003561	protein homolog model	CARD	CARD curation	no data	no data	Citrobacter sedlakii	1	0	1	6.98	62	28.00	*	888	Sed beta-lactamase	cephalosporin; penam	antibiotic inactivation
gb|AE004091.2|+|1221690-1222098|ARO:3000149|FosA	FosA	3000149	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	50.00	204	60.00	*	408	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
gb|Y17715.1|+|146-1022|ARO:3002394|OXY-1-6	OXY-1-6	3002394	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella oxytoca	1	0	1	5.37	47	0.00	*	876	OXY beta-lactamase	monobactam; cephalosporin; penam	antibiotic inactivation
gb|AJ871871.1|+|0-873|ARO:3002412|OXY-5-2	OXY-5-2	3002412	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella oxytoca	3	0	3	5.38	47	0.00	*	873	OXY beta-lactamase	monobactam; cephalosporin; penam	antibiotic inactivation
gb|AF370885.1|+|3438-4629|ARO:3000774|adeA	adeA	3000774	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	185	0	185	97.82	1165	55.54	*	1191	resistance-nodulation-cell division (RND) antibiotic efflux pump	glycylcycline; tetracycline antibiotic	antibiotic efflux
gb|U00096.1|+|2158385-2161463|ARO:3000794|mdtC	mdtC	3000794	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	804	0	804	73.59	2265	46.29	*	3078	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
gb|U00096.1|+|2484373-2487967|ARO:3000833|evgS	evgS	3000833	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	2	0	2	7.01	252	60.00	*	3594	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	antibiotic efflux
gb|Z21523.1|+|0-1974|ARO:3000191|tet(Q)	tet(Q)	3000191	protein homolog model	CARD	CARD curation	no data	no data	Bacteroides fragilis	2	0	2	13.37	264	60.00	*	1974	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
gb|U00096.3|+|2810769-2811300|ARO:3000516|emrR	emrR	3000516	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	71	0	71	79.85	424	44.77	*	531	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
