assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCA_900234145.1	PRJEB23122	SAMEA104356405	OCXW00000000.1	partial	na		3702	3702	Arabidopsis thaliana			latest	Contig	Major	Partial	2019/06/19	assembly_1	MPI FOR DEVELOPMENTAL BIOLOGY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/234/145/GCA_900234145.1_assembly_1	./genbank/GCA_900234145.1_assembly_1_genomic.fna.gz
GCA_900234155.1	PRJEB23122	SAMEA104356398	OCXX00000000.1	partial	na		3702	3702	Arabidopsis thaliana			latest	Contig	Major	Partial	2019/06/19	assembly_1	MPI FOR DEVELOPMENTAL BIOLOGY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/234/155/GCA_900234155.1_assembly_1	./genbank/GCA_900234155.1_assembly_1_genomic.fna.gz
GCA_900234165.1	PRJEB23122	SAMEA104356399	OCYN00000000.1	partial	na		3702	3702	Arabidopsis thaliana			latest	Contig	Major	Partial	2019/06/19	assembly_1	MPI FOR DEVELOPMENTAL BIOLOGY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/234/165/GCA_900234165.1_assembly_1	./genbank/GCA_900234165.1_assembly_1_genomic.fna.gz
GCA_900234175.1	PRJEB23122	SAMEA104356394	OCYM00000000.1	partial	na		3702	3702	Arabidopsis thaliana			latest	Contig	Major	Partial	2019/06/19	assembly_1	MPI FOR DEVELOPMENTAL BIOLOGY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/234/175/GCA_900234175.1_assembly_1	./genbank/GCA_900234175.1_assembly_1_genomic.fna.gz
GCA_900234185.1	PRJEB23122	SAMEA104356403	OCYB00000000.1	partial	na		3702	3702	Arabidopsis thaliana			latest	Contig	Major	Partial	2019/06/19	assembly_1	MPI FOR DEVELOPMENTAL BIOLOGY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/234/185/GCA_900234185.1_assembly_1	./genbank/GCA_900234185.1_assembly_1_genomic.fna.gz
GCA_900234195.1	PRJEB23122	SAMEA104356395	OCYG00000000.1	partial	na		3702	3702	Arabidopsis thaliana			latest	Contig	Major	Partial	2019/06/19	assembly_1	MPI FOR DEVELOPMENTAL BIOLOGY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/234/195/GCA_900234195.1_assembly_1	./genbank/GCA_900234195.1_assembly_1_genomic.fna.gz
GCA_900234205.1	PRJEB23122	SAMEA104356407	OCYL00000000.1	partial	na		3702	3702	Arabidopsis thaliana			latest	Contig	Major	Partial	2019/06/19	assembly_1	MPI FOR DEVELOPMENTAL BIOLOGY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/234/205/GCA_900234205.1_assembly_1	./genbank/GCA_900234205.1_assembly_1_genomic.fna.gz
GCA_900234215.1	PRJEB23122	SAMEA104356402	OCYC00000000.1	partial	na		3702	3702	Arabidopsis thaliana			latest	Contig	Major	Partial	2019/06/19	assembly_1	MPI FOR DEVELOPMENTAL BIOLOGY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/234/215/GCA_900234215.1_assembly_1	./genbank/GCA_900234215.1_assembly_1_genomic.fna.gz
GCA_900234225.1	PRJEB23122	SAMEA104356410	OCYI00000000.1	partial	na		3702	3702	Arabidopsis thaliana			latest	Contig	Major	Partial	2019/06/19	assembly_1	MPI FOR DEVELOPMENTAL BIOLOGY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/234/225/GCA_900234225.1_assembly_1	./genbank/GCA_900234225.1_assembly_1_genomic.fna.gz
GCA_900234235.1	PRJEB23122	SAMEA104356401	OCYH00000000.1	partial	na		3702	3702	Arabidopsis thaliana			latest	Contig	Major	Partial	2019/06/19	assembly_1	MPI FOR DEVELOPMENTAL BIOLOGY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/234/235/GCA_900234235.1_assembly_1	./genbank/GCA_900234235.1_assembly_1_genomic.fna.gz
GCA_900234245.1	PRJEB23122	SAMEA104356408	OCXY00000000.1	partial	na		3702	3702	Arabidopsis thaliana			latest	Contig	Major	Partial	2019/06/19	assembly_1	MPI FOR DEVELOPMENTAL BIOLOGY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/234/245/GCA_900234245.1_assembly_1	./genbank/GCA_900234245.1_assembly_1_genomic.fna.gz
GCA_900234255.1	PRJEB23122	SAMEA104356404	OCXZ00000000.1	partial	na		3702	3702	Arabidopsis thaliana			latest	Contig	Major	Partial	2019/06/19	assembly_1	MPI FOR DEVELOPMENTAL BIOLOGY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/234/255/GCA_900234255.1_assembly_1	./genbank/GCA_900234255.1_assembly_1_genomic.fna.gz
GCA_900234265.1	PRJEB23122	SAMEA104356409	OCYD00000000.1	partial	na		3702	3702	Arabidopsis thaliana			latest	Contig	Major	Partial	2019/06/19	assembly_1	MPI FOR DEVELOPMENTAL BIOLOGY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/234/265/GCA_900234265.1_assembly_1	./genbank/GCA_900234265.1_assembly_1_genomic.fna.gz
GCA_900234275.1	PRJEB23122	SAMEA104356411	OCYJ00000000.1	partial	na		3702	3702	Arabidopsis thaliana			latest	Contig	Major	Partial	2019/06/19	assembly_1	MPI FOR DEVELOPMENTAL BIOLOGY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/234/275/GCA_900234275.1_assembly_1	./genbank/GCA_900234275.1_assembly_1_genomic.fna.gz
GCA_900234285.1	PRJEB23122	SAMEA104356396	OCYA00000000.1	partial	na		3702	3702	Arabidopsis thaliana			latest	Contig	Major	Partial	2019/06/19	assembly_1	MPI FOR DEVELOPMENTAL BIOLOGY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/234/285/GCA_900234285.1_assembly_1	./genbank/GCA_900234285.1_assembly_1_genomic.fna.gz
GCA_900234295.1	PRJEB23122	SAMEA104356400	OCYF00000000.1	partial	na		3702	3702	Arabidopsis thaliana			latest	Contig	Major	Partial	2019/06/19	assembly_1	MPI FOR DEVELOPMENTAL BIOLOGY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/234/295/GCA_900234295.1_assembly_1	./genbank/GCA_900234295.1_assembly_1_genomic.fna.gz
GCA_900234305.1	PRJEB23122	SAMEA104356397	OCYE00000000.1	partial	na		3702	3702	Arabidopsis thaliana			latest	Contig	Major	Partial	2019/06/19	assembly_1	MPI FOR DEVELOPMENTAL BIOLOGY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/234/305/GCA_900234305.1_assembly_1	./genbank/GCA_900234305.1_assembly_1_genomic.fna.gz
GCA_900234315.1	PRJEB23122	SAMEA104356406	OCYK00000000.1	partial	na		3702	3702	Arabidopsis thaliana			latest	Contig	Major	Partial	2019/06/19	assembly_1	MPI FOR DEVELOPMENTAL BIOLOGY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/234/315/GCA_900234315.1_assembly_1	./genbank/GCA_900234315.1_assembly_1_genomic.fna.gz
GCA_900234325.1	PRJEB23122	SAMEA104356413	OCYO00000000.1	partial	na		3702	3702	Arabidopsis thaliana			latest	Contig	Major	Partial	2019/06/19	assembly_1	MPI FOR DEVELOPMENTAL BIOLOGY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/234/325/GCA_900234325.1_assembly_1	./genbank/GCA_900234325.1_assembly_1_genomic.fna.gz
GCA_900234365.1	PRJEB23122	SAMEA104356412	OCYP00000000.1	partial	na		3702	3702	Arabidopsis thaliana			latest	Contig	Major	Partial	2019/06/19	assembly_1	MPI FOR DEVELOPMENTAL BIOLOGY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/234/365/GCA_900234365.1_assembly_1	./genbank/GCA_900234365.1_assembly_1_genomic.fna.gz
GCA_900243935.1	PRJEB23977	SAMEA104444960	OFEF00000000.1		na		3702	3702	Arabidopsis thaliana			latest	Contig	Major	Full	2018/03/21	Col0_oxford_assembly	SALK INSTITUTE FOR BIOLOGICAL STUDIES	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/243/935/GCA_900243935.1_Col0_oxford_assembly	./genbank/GCA_900243935.1_Col0_oxford_assembly_genomic.fna.gz
GCA_900243945.1	PRJEB23977	SAMEA104444962	OFAM00000000.1		na		3702	3702	Arabidopsis thaliana			latest	Contig	Major	Full	2018/03/21	SAIL_oxford_assembly	SALK INSTITUTE FOR BIOLOGICAL STUDIES	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/243/945/GCA_900243945.1_SAIL_oxford_assembly	./genbank/GCA_900243945.1_SAIL_oxford_assembly_genomic.fna.gz
GCA_900243955.1	PRJEB23977	SAMEA104444961	OFAN00000000.1		na		3702	3702	Arabidopsis thaliana			latest	Contig	Major	Full	2018/03/21	SALK_oxford_assembly	SALK INSTITUTE FOR BIOLOGICAL STUDIES	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/243/955/GCA_900243955.1_SALK_oxford_assembly	./genbank/GCA_900243955.1_SALK_oxford_assembly_genomic.fna.gz
GCA_900303345.1	PRJEB23084	SAMEA104665749	OMOK00000000.1		na		3702	3702	Arabidopsis thaliana			latest	Contig	Major	Full	2018/03/18	PBfal_IT4	MPI FOR DEVELOPMENTAL BIOLOGY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/303/345/GCA_900303345.1_PBfal_IT4	./genbank/GCA_900303345.1_PBfal_IT4_genomic.fna.gz
GCA_900303355.1	PRJEB21270	SAMEA104665750	OMOL00000000.1		na		3702	3702	Arabidopsis thaliana			latest	Contig	Major	Full	2018/03/18	ONTmin_IT4	MPI FOR DEVELOPMENTAL BIOLOGY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/303/355/GCA_900303355.1_ONTmin_IT4	./genbank/GCA_900303355.1_ONTmin_IT4_genomic.fna.gz
GCA_900660825.1	PRJEB30763	SAMEA5244800	CAACVU000000000.1		na		3702	3702	Arabidopsis thaliana			latest	Chromosome	Major	Full	2019/02/12	Ath.Ler-0.MPIPZ.v1.0	MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/660/825/GCA_900660825.1_Ath.Ler-0.MPIPZ.v1.0	./genbank/GCA_900660825.1_Ath.Ler-0.MPIPZ.v1.0_genomic.fna.gz
GCA_902460265.3	PRJEB31147	SAMEA5751958	CABPTH000000000.3		na		3702	3702	Arabidopsis thaliana			latest	Chromosome	Major	Full	2019/09/10	Arabidopsis_thaliana_An-1_chrom	MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/460/265/GCA_902460265.3_Arabidopsis_thaliana_An-1_chrom	./genbank/GCA_902460265.3_Arabidopsis_thaliana_An-1_chrom_genomic.fna.gz
GCA_902460275.1	PRJEB31147	SAMEA5751960	CABPTK000000000.1		na		3702	3702	Arabidopsis thaliana			latest	Chromosome	Major	Full	2019/08/28	Arabidopsis_thaliana_Cvi-0	MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/460/275/GCA_902460275.1_Arabidopsis_thaliana_Cvi-0	./genbank/GCA_902460275.1_Arabidopsis_thaliana_Cvi-0_genomic.fna.gz
GCA_902460285.1	PRJEB31147	SAMEA5751963	CABPTM000000000.1		na		3702	3702	Arabidopsis thaliana			latest	Chromosome	Major	Full	2019/08/28	Arabidopsis_thaliana_Ler	MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/460/285/GCA_902460285.1_Arabidopsis_thaliana_Ler	./genbank/GCA_902460285.1_Arabidopsis_thaliana_Ler_genomic.fna.gz
GCA_902460295.1	PRJEB31147	SAMEA5751964	CABPTI000000000.1		na		3702	3702	Arabidopsis thaliana			latest	Chromosome	Major	Full	2019/08/28	Arabidopsis_thaliana_Sha	MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/460/295/GCA_902460295.1_Arabidopsis_thaliana_Sha	./genbank/GCA_902460295.1_Arabidopsis_thaliana_Sha_genomic.fna.gz
GCA_902460305.1	PRJEB31147	SAMEA5751962	CABPTJ000000000.1		na		3702	3702	Arabidopsis thaliana			latest	Chromosome	Major	Full	2019/08/28	Arabidopsis_thaliana_Kyo	MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/460/305/GCA_902460305.1_Arabidopsis_thaliana_Kyo	./genbank/GCA_902460305.1_Arabidopsis_thaliana_Kyo_genomic.fna.gz
GCA_902460315.1	PRJEB31147	SAMEA5751961	CABPTL000000000.1		na		3702	3702	Arabidopsis thaliana			latest	Chromosome	Major	Full	2019/08/28	Arabidopsis_thaliana_Eri-1	MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/460/315/GCA_902460315.1_Arabidopsis_thaliana_Eri-1	./genbank/GCA_902460315.1_Arabidopsis_thaliana_Eri-1_genomic.fna.gz
GCA_902651935.1	PRJEB31147	SAMEA5751958	CACRSJ000000000.1		na		3702	3702	Arabidopsis thaliana			latest	Scaffold	Major	Full	2019/12/05	araThaAn1v1	MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/651/935/GCA_902651935.1_araThaAn1v1	./genbank/GCA_902651935.1_araThaAn1v1_genomic.fna.gz
GCA_902705455.1	PRJEB31147	SAMEA5751959	CACSHJ000000000.1		na		3702	3702	Arabidopsis thaliana			latest	Scaffold	Major	Full	2020/01/03	araThaC24v1	MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/705/455/GCA_902705455.1_araThaC24v1	./genbank/GCA_902705455.1_araThaC24v1_genomic.fna.gz
GCA_902825305.1	PRJEB37252	SAMEA6620825			na		3702	3702	Arabidopsis thaliana			latest	Chromosome	Major	Full	2020/05/07	AT6909.Col-0.PacBio	MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/825/305/GCA_902825305.1_AT6909.Col-0.PacBio	./genbank/GCA_902825305.1_AT6909.Col-0.PacBio_genomic.fna.gz
GCA_903064275.1	PRJEB37261	SAMEA6623706			na		3702	3702	Arabidopsis thaliana			latest	Chromosome	Major	Full	2020/06/28	AT7213.Ler-0.PacBio	MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/064/275/GCA_903064275.1_AT7213.Ler-0.PacBio	./genbank/GCA_903064275.1_AT7213.Ler-0.PacBio_genomic.fna.gz
GCA_903064285.1	PRJEB37257	SAMEA6623702			na		3702	3702	Arabidopsis thaliana			latest	Chromosome	Major	Full	2020/06/28	AT1741.KBS-Mac-74.PacBio	MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/064/285/GCA_903064285.1_AT1741.KBS-Mac-74.PacBio	./genbank/GCA_903064285.1_AT1741.KBS-Mac-74.PacBio_genomic.fna.gz
GCA_903064295.1	PRJEB37258	SAMEA6623703			na		3702	3702	Arabidopsis thaliana			latest	Chromosome	Major	Full	2020/06/28	AT5784.Ty-1.PacBio	MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/064/295/GCA_903064295.1_AT5784.Ty-1.PacBio	./genbank/GCA_903064295.1_AT5784.Ty-1.PacBio_genomic.fna.gz
GCA_903064315.1	PRJEB37259	SAMEA6623704	CAEFZF000000000.1		na		3702	3702	Arabidopsis thaliana			latest	Contig	Major	Full	2020/05/18	AT6911.Cvi-0.contigs	MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/064/315/GCA_903064315.1_AT6911.Cvi-0.contigs	./genbank/GCA_903064315.1_AT6911.Cvi-0.contigs_genomic.fna.gz
GCA_903064325.1	PRJEB37260	SAMEA6623705			na		3702	3702	Arabidopsis thaliana			latest	Chromosome	Major	Full	2020/06/28	AT7186.Kn-0.PacBio	MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/064/325/GCA_903064325.1_AT7186.Kn-0.PacBio	./genbank/GCA_903064325.1_AT7186.Kn-0.PacBio_genomic.fna.gz
GCA_904420315.1	PRJEB40125	SAMEA7282576			na		3702	3702	Arabidopsis thaliana	ecotype=AT9943		latest	Chromosome	Major	Full	2020/09/12	AT9943.Cdm-0.scaffold	MAX-PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/420/315/GCA_904420315.1_AT9943.Cdm-0.scaffold	./genbank/GCA_904420315.1_AT9943.Cdm-0.scaffold_genomic.fna.gz
GCA_905067165.1	PRJEB35658	SAMEA7490021	CAJHIL000000000.1		na		3702	3702	Arabidopsis thaliana			latest	Contig	Major	Full	2021/03/19	Col-0_GKat-wt	CENTER FOR BIOTECHNOLOGY, BIELEFELD UNIVERSITY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/067/165/GCA_905067165.1_Col-0_GKat-wt	./genbank/GCA_905067165.1_Col-0_GKat-wt_genomic.fna.gz
GCA_927323615.1	PRJEB49840	SAMEA12120298	CAKMHS000000000.1		na		3702	3702	Arabidopsis thaliana			latest	Contig	Major	Full	2022/01/21	Arabidopsis	Keygene N.V.	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/927/323/615/GCA_927323615.1_Arabidopsis	./genbank/GCA_927323615.1_Arabidopsis_genomic.fna.gz
GCA_933208065.1	PRJEB51511	SAMEA7522056	CAKOER000000000.1		na		3702	3702	Arabidopsis thaliana			latest	Chromosome	Major	Full	2022/03/23	ddAraThal4.1	WELLCOME SANGER INSTITUTE	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/933/208/065/GCA_933208065.1_ddAraThal4.1	./genbank/GCA_933208065.1_ddAraThal4.1_genomic.fna.gz
GCA_933208075.1	PRJEB51512	SAMEA7522056	CAKOEQ000000000.1	genome length too small	na		3702	3702	Arabidopsis thaliana			latest	Contig	Major	Full	2022/03/22	ddAraThal4.1 alternate haplotype	WELLCOME SANGER INSTITUTE	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/933/208/075/GCA_933208075.1_ddAraThal4.1_alternate_haplotype	./genbank/GCA_933208075.1_ddAraThal4.1_alternate_haplotype_genomic.fna.gz
GCA_015484525.1	PRJNA550308	SAMN02741811	JADMCG000000000.1		na		3707	3707	Brassica juncea	cultivar=Varuna		latest	Chromosome	Major	Full	2020/11/16	UDSC_Var_1.1	CGMCP	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/484/525/GCA_015484525.1_UDSC_Var_1.1	./genbank/GCA_015484525.1_UDSC_Var_1.1_genomic.fna.gz
GCA_018703725.1	PRJNA615316	SAMN14466390	JAATWR000000000.1		representative genome		3707	3707	Brassica juncea	cultivar=Sichuan Huangzi		latest	Chromosome	Major	Full	2021/06/04	ASM1870372v1	Hunan agricultural university	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/703/725/GCA_018703725.1_ASM1870372v1	./genbank/GCA_018703725.1_ASM1870372v1_genomic.fna.gz
GCA_020002505.1	PRJNA697823	SAMN17672864	JAGEPC000000000.1		na		3707	3707	Brassica juncea	cultivar=AU213		latest	Chromosome	Major	Full	2021/09/15	ASM2000250v1	Zhejiang University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/002/505/GCA_020002505.1_ASM2000250v1	./genbank/GCA_020002505.1_ASM2000250v1_genomic.fna.gz
GCA_020002515.1	PRJNA697823	SAMN17672863	JAGEPD000000000.1		na		3707	3707	Brassica juncea	cultivar=T84-66		latest	Chromosome	Major	Full	2021/09/15	ASM2000251v1	Zhejiang University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/002/515/GCA_020002515.1_ASM2000251v1	./genbank/GCA_020002515.1_ASM2000251v1_genomic.fna.gz
GCA_000686985.2	PRJNA237736	SAMN02742820	JMKK00000000.2	superseded by newer assembly for species	na		3708	3708	Brassica napus	cultivar=ZS11		latest	Chromosome	Major	Full	2017/09/15	Bra_napus_v2.0	BGI-Shenzhen	GCF_000686985.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/686/985/GCA_000686985.2_Bra_napus_v2.0	./genbank/GCA_000686985.2_Bra_napus_v2.0_genomic.fna.gz
GCA_000751015.1	PRJEB5043	SAMEA3139102	CCCW000000000.1		na		3708	3708	Brassica napus			latest	Scaffold	Major	Full	2014/08/26	AST_PRJEB5043_v1	GSC	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/751/015/GCA_000751015.1_AST_PRJEB5043_v1	./genbank/GCA_000751015.1_AST_PRJEB5043_v1_genomic.fna.gz
GCA_014170575.1	PRJNA488570	SAMN09936908	JACBQA000000000.1		na		3708	3708	Brassica napus		CLR6430	latest	Scaffold	Major	Full	2020/08/12	ASM1417057v1	Hunan Academy of Agricultural Sciences	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/170/575/GCA_014170575.1_ASM1417057v1	./genbank/GCA_014170575.1_ASM1417057v1_genomic.fna.gz
GCA_020379485.1	PRJNA627442	SAMN14670173	JAGKQM000000000.1		representative genome		3708	3708	Brassica napus	cultivar=Da-Ae		latest	Chromosome	Major	Full	2021/10/08	Da-Ae	None	GCF_020379485.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/379/485/GCA_020379485.1_Da-Ae	./genbank/GCA_020379485.1_Da-Ae_genomic.fna.gz
GCA_001682895.1	PRJNA285130	SAMN03742614	LFLV00000000.1		na		3710	3710	Brassica nigra	cultivar=inbred line YZ12151		latest	Chromosome	Major	Full	2016/07/12	ASM168289v1	Zhejiang University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/682/895/GCA_001682895.1_ASM168289v1	./genbank/GCA_001682895.1_ASM168289v1_genomic.fna.gz
GCA_016432835.1	PRJNA642332	SAMN05210941	JAEACV000000000.1		representative genome		3710	3710	Brassica nigra	cultivar=Sangam		latest	Chromosome	Major	Full	2021/01/06	Bnig_sang_1.1	CGMCP	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/432/835/GCA_016432835.1_Bnig_sang_1.1	./genbank/GCA_016432835.1_Bnig_sang_1.1_genomic.fna.gz
GCA_000309985.3	PRJNA59981	SAMN02981293	AENI00000000.3		representative genome		3711	3711	Brassica rapa	cultivar=Chiifu-401-42		latest	Chromosome	Major	Full	2020/01/23	CAAS_Brap_v3.01	Brassica rapa genome sequencing project, BraGSP	GCF_000309985.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/309/985/GCA_000309985.3_CAAS_Brap_v3.01	./genbank/GCA_000309985.3_CAAS_Brap_v3.01_genomic.fna.gz
GCA_003434825.1	PRJNA41163	SAMN00004054	QMKI00000000.1		na		3711	3711	Brassica rapa	cultivar=FPsc (B3)		latest	Chromosome	Major	Full	2018/09/13	Brassica_rapa_FPsc_v1.3	JGI	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/434/825/GCA_003434825.1_Brassica_rapa_FPsc_v1.3	./genbank/GCA_003434825.1_Brassica_rapa_FPsc_v1.3_genomic.fna.gz
GCA_016163755.1	PRJNA576336	SAMN12996754	WHZS00000000.1		na		3711	3711	Brassica rapa	cultivar=ZYCX		latest	Chromosome	Major	Full	2020/12/22	ASM1616375v1	Beijing Vegetable Research Center	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/163/755/GCA_016163755.1_ASM1616375v1	./genbank/GCA_016163755.1_ASM1616375v1_genomic.fna.gz
GCA_900412535.3	PRJEB26620	SAMEA4646473	OVXL00000000.3		na		3711	3711	Brassica rapa			latest	Chromosome	Major	Full	2021/07/15	brapa_z1_v2	Genoscope	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/412/535/GCA_900412535.3_brapa_z1_v2	./genbank/GCA_900412535.3_brapa_z1_v2_genomic.fna.gz
GCA_900416815.2	PRJEB26621	SAMEA4646675	OWNI00000000.2		na		3712	3712	Brassica oleracea			latest	Chromosome	Major	Full	2018/07/11	Brassica_oleracea_HDEM	GSC	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/416/815/GCA_900416815.2_Brassica_oleracea_HDEM	./genbank/GCA_900416815.2_Brassica_oleracea_HDEM_genomic.fna.gz
GCA_000604025.1	PRJNA174731	SAMN01173935	AOIX00000000.1		na		3716	3712	Brassica oleracea var. capitata	cultivar=line 02-12		latest	Scaffold	Major	Full	2014/03/31	BOL_v1.0	Oil Crops Research Institute of Chinese Academy of Agricultural Sciences	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/604/025/GCA_000604025.1_BOL_v1.0	./genbank/GCA_000604025.1_BOL_v1.0_genomic.fna.gz
GCA_018177695.1	PRJNA548819	SAMN12056386	JAEMQI000000000.1		na		3716	3712	Brassica oleracea var. capitata	cultivar=OX-heart_923		latest	Chromosome	Major	Full	2021/04/29	Cabbage_OX-heart_923_BVRC	Beijing Academy of Agriculture and Forestry Sciences	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/177/695/GCA_018177695.1_Cabbage_OX-heart_923_BVRC	./genbank/GCA_018177695.1_Cabbage_OX-heart_923_BVRC_genomic.fna.gz
GCA_902726615.1	PRJEB36072	SAMEA6455744	CACVAK000000000.1		na		3716	3712	Brassica oleracea var. capitata			latest	Scaffold	Major	Full	2020/01/15	bol-D134-Reference	wang yong	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/726/615/GCA_902726615.1_bol-D134-Reference	./genbank/GCA_902726615.1_bol-D134-Reference_genomic.fna.gz
GCA_001974645.1	PRJNA352734	SAMN05991519	MPGU00000000.1		representative genome		3719	3719	Capsella bursa-pastoris		wt-msu	latest	Scaffold	Major	Full	2017/01/29	C_bursa_pastoris_nuclear_genome_v1	Lomonosov Moscow State University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/974/645/GCA_001974645.1_C_bursa_pastoris_nuclear_genome_v1	./genbank/GCA_001974645.1_C_bursa_pastoris_nuclear_genome_v1_genomic.fna.gz
